video_url,title,description,length,length_in_minutes,views,upload_date,related_tags,translations,speaker_name,speaker_profession,,orig
https://www.ted.com/talks/dorothy_roberts_the_problem_with_race_based_medicine,The problem with race-based medicine,"Social justice advocate and law scholar Dorothy Roberts has a precise and powerful message: Race-based medicine is bad medicine. Even today, many doctors still use race as a medical shortcut; they make important decisions about things like pain tolerance based on a patient's skin color instead of medical observation and measurement. In this searing talk, Roberts lays out the lingering traces of race-based medicine -- and invites us to be a part of ending it. ""It is more urgent than ever to finally abandon this backward legacy,"" she says, ""and to affirm our common humanity by ending the social inequalities that truly divide us.""",0:14:28,14.46666667,1287914,2016-02-12T16:03:41+00:00,"['big problems', 'activism', 'disease', 'inequality', 'health', 'health care', 'illness', 'medicine', 'medical research', 'public health', 'race', 'social change', 'law', 'Slavery', 'sociology', 'society']","['Deutsch', 'English', 'Español', 'Français', 'Galego', 'Italiano', 'Nederlands', 'Português brasileiro', 'Português de Portugal', 'Tiếng Việt', 'Türkçe', 'Русский', 'Српски, Srpski', 'עברית', 'العربية', 'فارسى', 'ภาษาไทย', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Dorothy Roberts,"Professor, author and social justice advocate",,middle
https://www.ted.com/talks/shonda_rhimes_and_cyndi_stivers_the_future_of_storytelling,The future of storytelling,"""We all feel a compelling need to watch stories, to tell stories ... to discuss the things that tell each one of us that we are not alone in the world,"" says TV titan Shonda Rhimes. A dominant force in television since ""Grey's Anatomy"" hit the airwaves, Rhimes discusses the future of media networks, how she's using her narrative-building skills as a force for good, an intriguing concept known as ""Amish summers"" and much more, in conversation with Cyndi Stivers, director of the TED Residency.",0:21:50,21.83333333,1285776,2017-10-30T15:09:38+00:00,"['television', 'storytelling', 'future', 'creativity', 'media', 'culture', 'work', 'family', 'parenting', 'writing', 'entertainment']","['Català', 'English', 'Español', 'Français', 'Italiano', 'Magyar', 'Português brasileiro', 'العربية', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Shonda Rhimes,"Writer, producer",,middle
https://www.ted.com/talks/vivek_maru_how_to_put_the_power_of_law_in_people_s_hands,How to put the power of law in people's hands,"What can you do when the wheels of justice don't turn fast enough? Or when they don't turn at all? Vivek Maru is working to transform the relationship between people and law, turning law from an abstraction or threat into something that everyone can understand, use and shape. Instead of relying solely on lawyers, Maru started a global network of community paralegals, or barefoot lawyers, who serve in their own communities and break the law down into simple terms to help people find solutions. Learn more about how this innovative approach to using the law is helping socially excluded people claim their rights. ""A little bit of legal empowerment can go a long way,"" Maru says.",0:19:35,19.58333333,1285399,2018-01-12T15:56:43+00:00,"['communication', 'global issues', 'community', 'activism', 'innovation', 'inequality', 'law', 'social change', 'society', 'justice system']","['English', 'Español', 'Français', 'Magyar', 'Português brasileiro', 'Português de Portugal', 'Română', 'Türkçe', 'Русский', 'العربية', 'فارسى', 'हिन्दी', 'မြန်မာဘာသာ', '中文 (简体)', '中文 (繁體)', '한국어']",Vivek Maru,Legal empowerment advocate,,middle
https://www.ted.com/talks/nadine_hachach_haram_how_augmented_reality_could_change_the_future_of_surgery,How augmented reality could change the future of surgery,"If you're undergoing surgery, you want the best surgical team to collaborate on your case, no matter where they are. Surgeon and entrepreneur Nadine Hachach-Haram is developing a new system that helps surgeons operate together and train one another on new techniques -- from remote locations using low-cost augmented reality tools. Watch the system in action as she joins a surgeon in Minnesota performing a knee surgery, live on her laptop from the TED stage in New Orleans. As Hachach-Haram says: ""Through simple, everyday devices that we take for granted, we can really do miraculous things."" (This talk contains graphic images of surgery.)",0:10:56,10.93333333,1285519,2017-12-08T16:03:42+00:00,"['augmented reality', 'collaboration', 'communication', 'health', 'computers', 'innovation', 'medicine', 'science', 'technology', 'Surgery']","['English', 'Español', 'Français', 'Galego', 'Hrvatski', 'Magyar', 'Português brasileiro', 'Português de Portugal', 'Türkçe', 'Русский', 'العربية', 'فارسى', 'हिन्दी', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Nadine Hachach-Haram,"Surgeon, entrepreneur",,middle
https://www.ted.com/talks/patience_mthunzi_could_we_cure_hiv_with_lasers,Could we cure HIV with lasers?,"Swallowing pills to get medication is a quick, painless and often not entirely effective way of treating disease. A potentially better way? Lasers. In this passionate talk, TED Fellow Patience Mthunzi explains her idea to use lasers to deliver drugs directly to cells infected with HIV. It's early days yet, but could a cure be on the horizon?",0:04:17,4.283333333,1284950,2015-08-14T15:04:29+00:00,"['health', 'medicine', 'science', 'HIV', 'innovation', 'pharmaceuticals', 'AIDS', 'medical research', 'molecular biology', 'health care']","['Bahasa Indonesia', 'Dansk', 'Deutsch', 'English', 'Español', 'Français', 'Galego', 'Hrvatski', 'Italiano', 'Lietuvių kalba', 'Magyar', 'Nederlands', 'Polski', 'Português brasileiro', 'Português de Portugal', 'Română', 'Slovenčina', 'Slovenščina', 'Svenska', 'Tiếng Việt', 'Türkçe', 'Čeština', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'Українська', 'български', 'עברית', 'العربية', 'فارسى', 'کوردی', 'తెలుగు', 'ภาษาไทย', 'မြန်မာဘာသာ', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Patience Mthunzi,Laser scientist,,middle
https://www.ted.com/talks/e_o_wilson_advice_to_a_young_scientist,Advice to a young scientist,"""The world needs you, badly,"" says legendary biologist E.O. Wilson in his letter to a young scientist. He gives advice collected from a lifetime of experience -- and reminds us that wonder and creativity are the center of the scientific life.",0:14:41,14.68333333,1284821,2012-06-25T15:00:23+00:00,"['TED Prize', 'education', 'failure', 'math', 'science', 'storytelling', 'success', 'youth', 'technology', 'humanity', 'society', 'social change', 'future', 'biology', 'medical research', 'work', 'potential']","['Bahasa Indonesia', 'Deutsch', 'English', 'Español', 'Français', 'Hrvatski', 'Italiano', 'Magyar', 'Nederlands', 'Polski', 'Português brasileiro', 'Português de Portugal', 'Română', 'Tiếng Việt', 'Türkçe', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'Українська', 'български', 'Հայրեն', 'עברית', 'العربية', 'فارسى', 'ภาษาไทย', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",E.O. Wilson,Biologist,,middle
https://www.ted.com/talks/niki_okuk_when_workers_own_companies_the_economy_is_more_resilient,"When workers own companies, the economy is more resilient","Another economic reality is possible -- one that values community, sustainability and resiliency instead of profit by any means necessary. Niki Okuk shares her case for cooperative economics and a vision for how working-class people can organize and own the businesses they work for, making decisions for themselves and enjoying the fruits of their labor.",0:12:09,12.15,1283763,2017-08-28T14:54:35+00:00,"['business', 'capitalism', 'community', 'economics', 'entrepreneur', 'work', 'inequality', 'society', 'social change', 'TEDx']","['Deutsch', 'English', 'Español', 'Français', 'Polski', 'Português brasileiro', 'Română', 'Tiếng Việt', 'Türkçe', 'Русский', 'Српски, Srpski', 'العربية', '中文 (简体)', '中文 (粵語)', '中文 (繁體)', '日本語', '한국어']",Niki Okuk,Entrepreneur,,middle
https://www.ted.com/talks/jessica_pryce_to_transform_child_welfare_take_race_out_of_the_equation,"To transform child welfare, take race out of the equation","In this eye-opening talk about the impact of race and neighborhood on foster-care decisions, social worker Jessica Pryce shares a promising solution to help child welfare agencies make bias-free assessments about when to remove children from their families. ""Let's work together to build a system that wants to make families stronger instead of pulling them apart,"" Pryce says.",0:07:33,7.55,1283456,2018-08-21T19:44:43+00:00,"['children', 'social change', 'activism', 'TED Residency', 'race', 'family']","['English', 'Español', 'Français', 'Italiano', 'Magyar', 'Norsk bokmål', 'Português brasileiro', 'Shqip', 'Slovenščina', 'Svenska', 'Tiếng Việt', 'Türkçe', 'Ελληνικά', 'Русский', 'עברית', 'العربية', 'فارسى', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Jessica Pryce,"Child advocate, social scientist",,middle
https://www.ted.com/talks/molly_webster_the_weird_history_of_the_sex_chromosomes,"The weird history of the ""sex chromosomes""","The common thinking on biological sex goes like this: females have two X chromosomes in their cells, while males have one X and one Y. In this myth-busting talk, science writer and podcaster Molly Webster shows why the so-called ""sex chromosomes"" are more complicated than this simple definition -- and reveals why we should think about them differently.",0:13:16,13.26666667,1287962,2020-03-23T14:48:38+00:00,"['sex', 'science', 'genetics', 'DNA', 'humanity', 'history', 'gender']","['English', 'Español', 'Hrvatski', 'Português brasileiro', 'Português de Portugal', 'Suomi', 'Türkçe', 'Русский', 'Српски, Srpski', 'български', 'עברית', 'العربية', 'فارسى', 'हिन्दी', '中文 (简体)', '中文 (繁體)']",Molly Webster,Sex chromosome editor,,middle
https://www.ted.com/talks/ross_lovegrove_organic_design_inspired_by_nature,"Organic design, inspired by nature","Designer Ross Lovegrove expounds his philosophy of ""fat-free"" design and offers insight into several of his extraordinary products, including the Ty Nant water bottle and the Go chair.",0:19:08,19.13333333,1282858,2006-08-15T00:11:00+00:00,"['DNA', 'biology', 'creativity', 'design', 'industrial design', 'invention', 'nature', 'product design', 'science and art']","['Deutsch', 'English', 'Español', 'Français', 'Hrvatski', 'Italiano', 'Magyar', 'Nederlands', 'Polski', 'Português brasileiro', 'Português de Portugal', 'Română', 'Tiếng Việt', 'Türkçe', 'Русский', 'Українська', 'български', 'עברית', 'العربية', 'فارسى', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Ross Lovegrove,Industrial designer,,middle
https://www.ted.com/talks/robert_neuwirth_the_age_old_sharing_economies_of_africa_and_why_we_should_scale_them,The age-old sharing economies of Africa — and why we should scale them,"From rides to homes and beyond, we're sharing everything these days, with the help of digital tools. But as modern and high-tech as the sharing economy seems, it's been alive in Africa for centuries, according to author Robert Neuwirth. He shares fascinating examples -- like apprenticeships that work like locally generated venture capital and systems for allocating scarce water -- and says that if we can propagate and scale these models, they could help communities thrive from the bottom up.",0:09:07,9.116666667,1282680,2018-05-17T14:38:55+00:00,"['Africa', 'economics', 'trust', 'money']","['Deutsch', 'English', 'Español', 'Français', 'Italiano', 'Português brasileiro', 'Türkçe', 'العربية', 'فارسى', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Robert Neuwirth,Author,,middle
https://www.ted.com/talks/molly_stevens_a_new_way_to_grow_bone,A new way to grow bone,"What does it take to regrow bone in mass quantities? Typical bone regeneration -- wherein bone is taken from a patient’s hip and grafted onto damaged bone elsewhere in the body -- is limited and can cause great pain just a few years after operation. In an informative talk, Molly Stevens introduces a new stem cell application that harnesses bone’s innate ability to regenerate and produces vast quantities of bone tissue painlessly.",0:14:30,14.5,1282011,2014-02-18T15:59:16+00:00,"['biotech', 'medicine', 'science', 'technology', 'synthetic biology', 'molecular biology', 'medical research', 'biomechanics', 'materials', 'design', 'biology', 'engineering', 'future', 'health', 'health care']","['English', 'Español', 'Français', 'Italiano', 'Magyar', 'Nederlands', 'Português brasileiro', 'Português de Portugal', 'Română', 'Tiếng Việt', 'Türkçe', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'Українська', 'עברית', 'العربية', 'ภาษาไทย', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Molly Stevens,Biomaterials researcher,,middle
https://www.ted.com/talks/ayah_bdeir_building_blocks_that_blink_beep_and_teach,"Building blocks that blink, beep and teach","Imagine a set of electronics as easy to play with as Legos. TED Fellow Ayah Bdeir introduces littleBits, a set of simple, interchangeable blocks that make programming as simple and important a part of creativity as snapping blocks together.",0:05:12,5.2,1281978,2012-03-29T15:00:05+00:00,"['TED Fellows', 'creativity', 'education', 'technology', 'toy', 'code']","['Bahasa Indonesia', 'Dansk', 'Deutsch', 'English', 'Español', 'Français', 'Français canadien', 'Hrvatski', 'Italiano', 'Lietuvių kalba', 'Magyar', 'Nederlands', 'Polski', 'Português brasileiro', 'Português de Portugal', 'Română', 'Shqip', 'Slovenčina', 'Slovenščina', 'Svenska', 'Tiếng Việt', 'Türkçe', 'Čeština', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'Українська', 'български', 'עברית', 'العربية', 'فارسى', 'हिन्दी', 'ภาษาไทย', 'မြန်မာဘာသာ', '中文 (简体)', '中文 (粵語)', '中文 (繁體)', '日本語', '한국어']",Ayah Bdeir,Engineer and artist,,middle
https://www.ted.com/talks/jennifer_granick_how_the_us_government_spies_on_people_who_protest_including_you,How the US government spies on people who protest — including you,"What's stopping the American government from recording your phone calls, reading your emails and monitoring your location? Very little, says surveillance and cybersecurity counsel Jennifer Granick. The government collects all kinds of information about you easily, cheaply and without a warrant -- and if you've ever participated in a protest or attended a gun show, you're likely a person of interest. Learn more about your rights, your risks and how to protect yourself in the golden age of surveillance.",0:14:17,14.28333333,1281953,2017-08-31T14:49:04+00:00,"['activism', 'democracy', 'government', 'United States', 'surveillance', 'law', 'security', 'politics', 'social change', 'society', 'TEDx', 'technology', 'terrorism', 'encryption']","['English', 'Español', 'Magyar', 'Português brasileiro', 'Português de Portugal', 'Română', 'Türkçe', 'Русский', 'Српски, Srpski', 'Українська', 'العربية', 'فارسى', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Jennifer Granick,Surveillance and cybersecurity counsel,,middle
https://www.ted.com/talks/roger_ebert_remaking_my_voice,Remaking my voice,"When film critic Roger Ebert lost his lower jaw to cancer, he lost the ability to eat and speak. But he did not lose his voice. In a moving talk from TED2011, Ebert and his wife, Chaz, with friends Dean Ornish and John Hunter, come together to tell his remarkable story.",0:19:04,19.06666667,1281810,2011-04-13T14:37:58+00:00,"['community', 'culture', 'speech']","['Bahasa Indonesia', 'Deutsch', 'English', 'Español', 'Français', 'Italiano', 'Magyar', 'Nederlands', 'Polski', 'Português brasileiro', 'Português de Portugal', 'Română', 'Shqip', 'Tiếng Việt', 'Türkçe', 'Čeština', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'български', 'македонски', 'עברית', 'العربية', 'فارسى', 'ภาษาไทย', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Roger Ebert,Film critic and blogger,,middle
https://www.ted.com/talks/kade_crockford_what_you_need_to_know_about_face_surveillance,What you need to know about face surveillance,"Privacy isn't dead, but face surveillance technology might kill it, says civil rights advocate Kade Crockford. In an eye-opening talk, Kade outlines the startling reasons why this invasive technology -- powered by often-flawed facial recognition databases that track people without their knowledge -- poses unprecedented threats to your fundamental rights. Learn what can be done to ban government use before it's too late.",0:12:42,12.7,1309551,2020-05-07T15:54:08+00:00,"['surveillance', 'law', 'privacy', 'technology', 'TEDx', 'government']","['English', 'Español', 'Français', 'Magyar', 'Nederlands', 'Português brasileiro', 'Português de Portugal', 'Română', 'Türkçe', 'العربية', 'فارسى', 'မြန်မာဘာသာ', '中文 (简体)', '中文 (繁體)', '한국어']",Kade Crockford,Privacy advocate,,middle
https://www.ted.com/talks/eden_girma_the_mysterious_life_and_death_of_rasputin,The mysterious life and death of Rasputin,"On a night in 1916, Russian aristocrats set a plot of assassination into motion. If all went as planned, a man would be dead by morning, though others had already tried and failed. The monarchy was on the brink of collapse, and they believed this man was the single cause of it all. Who was he, and why was he to blame for the fate of an empire? Eden Girma explores the life of the notorious Rasputin. [Directed by Hype CG, narrated by Addison Anderson, music by Gabriel Maia].",0:04:53,4.883333333,1288537,2020-01-08T18:06:59+00:00,"['TED-Ed', 'education', 'history', 'religion', 'animation', 'death', 'war', 'culture', 'world cultures']","['Català', 'Deutsch', 'English', 'Español', 'Français', 'Italiano', 'Latviešu', 'Magyar', 'Português brasileiro', 'Português de Portugal', 'Română', 'Türkçe', 'Русский', 'Српски, Srpski', 'Українська', 'עברית', 'العربية', 'فارسى', 'کوردی', 'मराठी', 'မြန်မာဘာသာ', '中文 (简体)', '中文 (繁體)', '日本語']",Eden Girma,Educator,,middle
https://www.ted.com/talks/evan_williams_the_voices_of_twitter_users,The voices of Twitter users,"In the year leading up to this talk, the web tool Twitter exploded in size (up 10x during 2008 alone). Co-founder Evan Williams reveals that many of the ideas driving that growth came from unexpected uses invented by the users themselves.",0:07:40,7.666666667,1278374,2009-02-27T01:00:00+00:00,"['business', 'communication', 'culture', 'entertainment', 'social change', 'social media', 'technology']","['Bahasa Indonesia', 'Deutsch', 'English', 'Español', 'Français', 'Hrvatski', 'Italiano', 'Magyar', 'Nederlands', ""O'zbek"", 'Polski', 'Português brasileiro', 'Română', 'Slovenčina', 'Suomi', 'Tiếng Việt', 'Türkçe', 'Čeština', 'Ελληνικά', 'Русский', 'Српски, Srpski', 'Українська', 'български', 'Հայրեն', 'עברית', 'العربية', 'فارسى', 'ภาษาไทย', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Evan Williams,Twitter co-founder,,middle
https://www.ted.com/talks/radhika_nagpal_what_intelligent_machines_can_learn_from_a_school_of_fish,What intelligent machines can learn from a school of fish,"Science fiction visions of the future show us AI built to replicate our way of thinking -- but what if we modeled it instead on the other kinds of intelligence found in nature? Robotics engineer Radhika Nagpal studies the collective intelligence displayed by insects and fish schools, seeking to understand their rules of engagement. In a visionary talk, she presents her work creating artificial collective power and previews a future where swarms of robots work together to build flood barriers, pollinate crops, monitor coral reefs and form constellations of satellites.",0:10:43,10.71666667,1278062,2017-09-21T15:01:35+00:00,"['AI', 'robots', 'fish', 'future', 'ants', 'science', 'intelligence', 'innovation', 'insects']","['Deutsch', 'English', 'Español', 'Français', 'Italiano', 'Português brasileiro', 'Tiếng Việt', 'Türkçe', 'Русский', 'Українська', 'العربية', 'فارسى', '中文 (简体)', '中文 (繁體)', '日本語', '한국어']",Radhika Nagpal,Robotics engineer,,middle
