video_url,title,description,length,length_in_minutes,views,upload_date,related_tags,translations,speaker_name,speaker_profession,full_transcript
https://www.ted.com/talks/clarice_phelps_how_i_claimed_a_seat_at_the_periodic_table,How I claimed a seat at the periodic table,"In this personal talk, nuclear chemist Clarice Phelps -- the first African-American woman involved in the discovery of a chemical element -- debunks the myth of solitary genius and challenges institutional elitism by sharing stories of women of color making their way in science.",,,13067,2020-02-20T22:41:43+00:00,"['Science (hard)', 'chemistry', 'identity', 'women', 'race']",,Clarice Phelps,Research scientist,{}
https://www.ted.com/talks/juniper_fitzgerald_why_we_need_to_stop_stigmatizing_mothers_who_do_sex_work,Why we need to stop stigmatizing mothers who do sex work,"In this eye-opening talk, author and former sex worker Juniper Fitzgerald challenges societal beliefs about mothers in the sex work industry and discusses how a systemic overhaul of their representation can empower them personally and professionally.",,,12916,2019-11-15T01:11:15+00:00,"['parenting', 'life', 'sex', 'women', 'society']",,Juniper Fitzgerald,"Mother, Author, & Former Sex Worker",{}
https://www.ted.com/talks/steve_brown_how_data_is_driving_the_future_of_fashion,How data is driving the future of fashion,"The fashion industry is on the brink of a revolution. Today, designers have the latest trends at their fingertips with data gathered from Instagram feeds, runway shows and even changing rooms. But if the future of fashion design is dedicated to data, does that mean the death of true creativity? Fashion buyer Steve Brown argues for the opposite: that with more efficient production cycles, designers are free to focus on what they love.",,,12781,2018-01-05T19:34:28+00:00,"['business', 'design', 'fashion', 'technology', 'collaboration', 'data']",,Steve Brown,Data advocate,{}
https://www.ted.com/talks/moriba_jah_why_we_need_to_clean_up_our_space_debris,Why we need to clean up our space debris,"The world's telecommunications needs are dependent on the satellite infrastructure we've placed in orbit but what are we doing to protect it? Not a lot, according to space environmentalist Moriba Jah. In this eye-opening talk, he draws attention to the overcrowding of orbital space and suggests a few fixes that could prevent the traffic jam from reaching critical mass.",,,12726,2019-03-26T15:32:47+00:00,"['technology', 'sustainability', 'space', 'communication', 'policy']",,Moriba Jah,,{}
https://www.ted.com/talks/marie_howe_the_singularity,"""The Singularity""","Poet Marie Howe introduces us to ""ecopoetry,"" which asks the human ego to step aside and ""let the whole living world move into the poem."" She reads her poem ""The Singularity,"" inspired by the physics that created the earth.",,,12636,2019-06-12T15:09:32+00:00,"['poetry', 'performance art', 'humanity', 'physics']",,Marie Howe,Poet,{}
https://www.ted.com/talks/villy_wang_a_business_against_racism,A business against racism,"Villy Wang is in the business of rewriting stereotypes, empowering youth of color to take back their narratives through storytelling. In this moving talk, Wang explains how she developed a program to train kids in filmmaking so they can create new, authentic stories and break the cycle of bias perpetuated in media.",,,12628,2018-02-12T15:05:18+00:00,"['race', 'film', 'social change', 'media', 'student']",,Villy Wang,Media activist,{}
https://www.ted.com/talks/mario_paluzzi_what_if_we_could_address_the_unaddressable,What if we could address the unaddressable?,"Mario Paluzzi presents us with a logistical puzzle: How can we deliver packages to the three-quarters of the global population who don't have a street address? In this what-if talk, he proposes a bold new system of pinpointing addresses not to people's homes, but to their mobile phones. It's a glimpse of the future of global package delivery.",,,12572,2018-05-04T20:37:21+00:00,"['technology', 'global development', 'cities']",,Mario Paluzzi,Last-mile maven,{}
https://www.ted.com/talks/florian_pinel_how_ibm_s_watson_is_redefining_the_future_of_cooking,How IBM's Watson is redefining the future of cooking,"Imagine an original recipe for every meal that takes into consideration dietary restrictions, personal preferences, and what is in your fridge at that moment? Meet Chef Watson, the world's first cognitive cooking application, and its head software engineer: Florian Pinel. Florian explores some of the implications for society once computers catch up with the culinary arts.",,,12447,2018-02-12T16:16:15+00:00,"['computers', 'machine learning', 'food']",,Florian Pinel,Culinary engineer,{}
https://www.ted.com/talks/maeve_higgins_why_the_good_immigrant_is_a_bad_narrative,"Why the ""good immigrant"" is a bad narrative","In this playfully delivered talk with a poignant message, comedian and podcaster Maeve Higgins delves into the stories about immigration she heard while traveling around the US (as an immigrant herself). ""People should not be considered valuable just because they do something of value to us,"" Higgins says.",,,12395,2019-05-28T21:36:42+00:00,"['immigration', 'social change', 'storytelling']",,Maeve Higgins,"Writer, comedian",{}
https://www.ted.com/talks/joachim_horn_a_solution_for_building_a_generation_of_inventors,A solution for building a generation of inventors,"What if building intelligent systems and innovations was as easy as drawing connections on a computer screen? Joachim Horn has made this possible. His toolkit puts the brainpower and experience of engineers in the hands of anyone interested in experimenting with new ideas and inventions. He enables anyone with imagination to go from idea to prototype almost instantly, significantly speeding up the traditionally slow development process.",,,12354,2017-12-01T17:01:17+00:00,"['engineering', 'architecture', 'design', 'Internet', 'creativity']",,Joachim Horn,Inventor,{}
https://www.ted.com/talks/frans_von_der_dunk_the_importance_of_space_lawyers,The importance of space lawyers,"Who's liable if a passenger is injured on the first spacecraft to take tourists off-planet? For that matter, what's the legal definition of a spacecraft? Professor of space law Frans von der Dunk deploys lawyer jokes and policy critiques to illustrate how the world is woefully unprepared for the legal implications of space travel.",,,12245,2019-03-26T15:32:29+00:00,"['space', 'Social Science', 'society', 'technology', 'law']",,Frans von der Dunk,Professor of Space Law,{}
https://www.ted.com/talks/min_zhu_interconnectivity_the_new_structure_of_the_world_economy,Interconnectivity: the new structure of the world economy,"The 2008 global financial crisis left the world reeling -- markets went under, millions of jobs were lost and economic security was deeply compromised -- all within the space of a few months. IMF economist Min Zhu lays out how global economies are intricately connected and how a bankruptcy in one country can cause lasting damage worldwide. Understanding these complex relationships -- and implementing systems to guard against similar meltdowns in the future -- he urges, is imperative if we're to protect against the increased volatility of our hyperglobal era.",,,12163,2017-12-01T16:38:29+00:00,"['economics', 'business', 'finance']",,Min Zhu,Economist,{}
https://www.ted.com/talks/alexander_leitner_can_time_be_wasted,Can time be wasted?,"What do we mean exactly when we say we're wasting time? Doing something that doesn't help us acquire new skills, money or status? Stop-motion animator Alexander Leitner explains how ""productivity"" is relative and that the many seemingly unproductive things we do during the day can be just as crucial to our wellbeing as the ""important"" stuff.",,,12148,2019-12-09T18:09:48+00:00,"['life', 'personal growth', 'productivity', 'philosophy', 'time']",,Alexander Leitner,Filmmaker,{}
https://www.ted.com/talks/thomas_madrecki_can_we_design_cities_for_happiness,Can we design cities for happiness?,"City planners are already busy designing futures full of bike paths and LEED-certified buildings. But are they designing for our happiness? It's hard to define, and even harder to plan for, but urban planner Thomas Madrecki has a simple solution: Ask the public.",,,12097,2018-05-04T20:40:05+00:00,"['design', 'urban planning', 'happiness', 'future']",,Thomas Madrecki,Urban happiness planner,{}
https://www.ted.com/talks/delali_bright_cultural_clashes_in_defining_beauty,Cultural clashes in defining beauty,"Delali Bright shares her personal story of how growing up in West Africa, she was bullied and marginalized for being skinny. Her family worried about her, put her on diets, and found her embarrassing and shameful. Then, she moved to the U.S. in her 30s, where she was suddenly seen as beautiful! Through her story, Delali illuminates the importance of creating your own self image.",,,11965,2018-07-30T20:13:28+00:00,"['culture', 'women in business', 'beauty']",,Delali Bright,Self-image activist,{}
https://www.ted.com/talks/gianluca_ambrosetti_a_local_sustainable_solution_to_the_energy_crisis,"A local, sustainable solution to the energy crisis","Sometimes the solutions to our biggest challenges don't have to be gigantic investments. Gianluca Ambrosetti describes a solar generator made of mostly everyday materials like mirrors, concrete, and aluminum foil that might actually change the way the world functions today.",,,11936,2018-02-12T15:22:48+00:00,"['sustainability', 'energy', 'solar energy']",,Gianluca Ambrosetti,Solar innovator,{}
https://www.ted.com/talks/ian_strange_home_is_where_the_art_is,Home is where the art is,"Artist Ian Strange turns decrepit suburban homes into art. Using paint and chainsaws, photography and film, he interrogates our concept of home and the narratives we build around it. In this talk, Strange discusses the creative and personal impulses behind his work, and invites us to challenge our own relationships with the places we call home.",,,11896,2018-07-24T16:19:28+00:00,"['art', 'community', 'design', 'photography', 'architecture']",,Ian Strange,,{}
https://www.ted.com/talks/lars_faeste_want_to_get_ahead_be_paranoid,Want to get ahead? Be paranoid,"Lars Fæste helps CEOs transform their businesses and over the years he's noticed something troubling: managers tend to get comfortable during times of success and fail to be on constant lookout for ways to grow. Yet with today's unprecedented rate of change, constant transformation is the norm and adapting to it is the key to staying ahead of competition and volatile market trends. In other words: if it ain't broke, fix it.",,,11866,2017-12-01T16:23:41+00:00,"['business', 'leadership', 'innovation']",,Lars Fæste,Transformation manager,{}
