video_url,title,description,length,length_in_minutes,views,upload_date,related_tags,translations,speaker_name,speaker_profession,full_transcript
https://www.ted.com/talks/sana_amanat_the_importance_of_diversity_in_the_comic_book_universe,The importance of diversity in the comic book universe,"Since day one as Director of Character and Content Development at Marvel Comics, Sana Amanat has pushed to create and promote superheroes who aren't just straight white men. In this inspiring talk, she discusses the encouraging results of that editorial mission -- and stresses the importance of diversity in a medium that serves a decidedly heterogeneous readership.",,,54976,2018-11-14T12:31:49+00:00,"['art', 'design', 'culture', 'media']","['English', 'Español', 'Русский']",Sana Amanat,"Comics creator, editor, senior publishing executive","{'0:00': 'is that it\'s human nature to follow the actions of the masses. We repeat and/or believe what people tell us to believe - about others and about ourselves. So why not tell stories that are empowering and aspirational and challenge us to be better? (Applause) That is exactly what superhero stories do. The history of comics is about the misfit, the unlikely hero, the ability to create greatness where there was once doubt. The unassuming Peter Parker, the wallflower who\'s picked on and misunderstood, gets bitten by a radioactive spider that gives him extraordinary powers and extraordinary responsibilities. Yet his path is filled with villains who would doubt his determination, who would threaten those he loves, threaten his life choices. And yet Spider-Man, being the hero that he is, would always swing back, he\'d always beat the bad guy and he\'d always get the girl. Or girls, in Spider-Man\'s case. Lots of love drama there. For 75 years, Marvel has been telling the tale of the outcast behind the mask. It\'s through his flaws and desires that we connect with the heart of the character so that when he emerges as a hero, we have a real reason to champion him because we understand those struggles too, don\'t we? And we also want to move past them. Heroes make a choice to fight injustice, to protect the innocent, to put the balance back on the side of the good, no matter how much they sacrifice of themselves. They\'re willing to die for it because they\'ve chosen who they are. And they will defend it no matter what. So when that little girl sat rapt to attention, all those years ago at her television screen, watching the X-Men, it wasn\'t just because they had taken her on an astonishing adventure. It\'s because they told her that it was okay to be different. In fact, you had to fight for it. Because we all want to be heroes, don\'t we? And wouldn\'t it be amazing if heroes looked just like us? So why does a character like Kamala Khan resonate with so many people? Like the first African-American and Latino Spider-Man, Miles Morales, Kamala Khan is so much larger than just a pop-culture icon. She came together in response to that global subconscious desire for representation for those Muslim American, bacon-sniffing, short, nerdy girls like me and for anyone else, regardless of their gender, sexuality, race, religion, who just feel like misfits themselves. In the actual Ms. Marvel series, Kamala Khan is just a girl trying to fit in. She\'s constantly negotiating, renegotiating who she is and all of the rules that come with it. Where does she belong? She has no idea. She\'s still figuring out that journey to her authentic self. But all she knows is that she does not want to be limited by the labels imposed upon her. So really, Kamala Khan\'s story is everyone\'s. It\'s about confronting the labels you\'ve been assigned and sculpting them and redefining them until you figure out who you truly are and what you actually believe. One of my favorite mottos - actually I have it written on a post-it over my computer. I look at it every single day, and it was said by a poet named Rumi. And it goes, ""Do not be satisfied with stories, that which has come before. Unfold your own myth."" And that is our challenge. Every single one of us, no matter the categories we\'ve inherited, we must unfold our own myth. And it won\'t be easy. We\'re constantly navigating, rearranging, reinventing others\' expectations of ourselves every day. But every word we write in the narrative of our own lives, we come closer to uncovering what\'s beneath our own masks, maybe even embracing that true misfit, that true crazy one within. Oh, it\'ll be a fight, that\'s for sure. But that battle for your soul, for your authentic self, it\'s worth it, isn\'t it? It\'s bold; it\'s brave. In fact, I would say it\'s heroic. So now it\'s your turn. Tell me your story. Thank you. (Applause)'}"
https://www.ted.com/talks/tony_salvador_the_listening_bias,The listening bias,"Listening to both customers and colleagues to gather insights and information is a key ability that successful people possess. Tony Salvador shares some strategies for being a better listener: to lose preconceptions, be vulnerable and open to new ideas, and to not be afraid to hear what we'd rather not hear.",,,54748,2018-07-30T21:15:59+00:00,"['business', 'success', 'communication']",,Tony Salvador,Engineer,{}
https://www.ted.com/talks/david_york_a_new_way_to_think_about_inheritance,A new way to think about inheritance,"Is inherited wealth a powerful tool or a destructive influence? David York thinks it can be both, depending on how you define and use it. In this thought-provoking talk, he argues that we need to stop envisioning intergenerational wealth transfers in purely financial terms and start thinking about them as opportunities to share values and connections to the next generation.",,,54498,2018-10-02T15:09:54+00:00,"['money', 'decision-making', 'death', 'finance', 'aging']",,David York,,{}
https://www.ted.com/talks/rebecca_love_how_nurses_can_help_drive_healthcare_innovation,How nurses can help drive healthcare innovation,"Ever since Florence Nightingale revolutionized healthcare during the Crimean War by pointing out that infection was killing as many soldiers as bullets, nurses have pushed the envelope of medical practice. But why, asks nurse entrepreneur Rebecca Love, are they rarely involved in the design of healthcare products and workflows? In this passionate talk, she shows why the collective wisdom of nurses, the frontline of medical practice, needs to be incorporated into every stage of healthcare design.",,,54353,2018-12-19T17:02:35+00:00,"['health', 'science', 'medicine', 'health care', 'design']",,Rebecca Love,,{}
https://www.ted.com/talks/eric_yuan_how_to_connect_while_apart,How to connect while apart,"People everywhere are using Zoom to work, take classes, do yoga -- and even get married. The company's CEO and founder Eric Yuan reflects on how they developed the world's most popular video chat software and envisions a digital future that will include things like virtual handshakes and real-time language translations to rival face-to-face gatherings. (This virtual conversation, hosted by TED technology curator Simone Ross, was recorded July 6, 2020.)",,,57570,2020-07-22T14:45:05+00:00,"['coronavirus', 'business', 'software', 'technology', 'work', 'communication']",,Eric Yuan,Entrepreneur,{}
https://www.ted.com/talks/rosario_perazolo_masjoan_cuando_te_importa_mi_silla_de_ruedas,¿Cuándo te importa mi silla de ruedas?,"Cuando empezó a usar una silla de ruedas, Rosario Perazolo Masjuan siguió siendo la misma, pero la manera en la que maneja el mundo cambió. Ahora esta activista trabaja para transformar la realidad en la que vivimos para que esta refleje una sociedad más inclusiva y accesible para todos.",,,53786,2020-03-12T21:57:56+00:00,"['society', 'life', 'disability', 'activism', 'innovation']","['English', 'Español', 'Français']",Rosario Perazolo Masjoan,Activist,"{'0:00': 'Right now, the majority of you are wondering something. ""What happened to her?"" ""Why is she in a wheelchair?"" I think, subconsciously, people are hoping that I will talk about it. That I say what it is, tell them about it, open up about it. But the truth is, I\'ve already had enough of it. I\'ve had enough of everyone asking me. I\'ve had enough of explaining it to everyone. So what I\'ve decided to do lately is to start making things up. Every time someone has asked what happened, I make up a completely different story. Like I was attacked by a shark, I jumped off a cliff and survived. Or one time, a little boy asked me what had happened, and, very dramatically, I look at him and say to him, ""I\'m just doing a social experiment to see how people react when confronted with a wheelchair."" Very surprised, he looks at me and says, ""No way. Really? Let me see. Stand up."" The experiment was completely ruined. (Laughter) I believe the problem is not that people are interested in knowing why I am in a wheelchair, that\'s just simply curiosity. I believe the problem is that they ask me about it before asking my name. For me, starting to use a wheelchair was like discovering a new world. A world that, in reality, was always there. Everyone sees it, but not everyone is familiar with it. For me, it was like a change of outlook, a change of routine. Just like any other big change that can occur in your life, whether it\'s, I don\'t know, having a kid, moving to another house, losing a loved one, or changing jobs, it\'s adapting to a new routine. I didn\'t stop doing things; I learned to do things differently. I believe - For me, it was like a change in perspective, really. I went from seeing the world from 5\' 7"" to seeing it from the average height of an 8-year-old kid. The whole world started to be at a different height too. Mirrors, most of all. In 99% of mirrors, the only thing I can see is my forehead. And I come up to here. (Laughter) I discovered that there are things that are made for people like me. When I started to use a wheelchair, I stopped using the women\'s bathroom. I started going to a third bathroom, that bathroom that\'s made for people like me. I stopped entering places where everyone else went in, because most times the main entrances are not accessible. And the entrances for people like me are around the corner, the side door, through the utility room or the garage. I discovered the power of a ramp. For me, accessibility literally means opportunity. Whether or not there is a ramp up on the other side of the street, for me, means whether I can or can\'t cross over. But we live in a world where sometimes not many such opportunities exist. I had to change schools once I started using a wheelchair: the school I\'d been attending my whole life had not been adapted in a way that would allow me to keep going to it. Also, one of the things I found the most difficult were the looks. When you\'re in a wheelchair and you go down the street, everyone is going to look at you. It\'s inevitable. You can\'t avoid someone noticing you went out today without combing your hair. You can\'t avoid not greeting someone that you don\'t feel like greeting. Everyone is going to look at you, or, on the other hand, avoid looking at you. But one of the things that still surprises me the most is that, sometimes, it\'s as if I feel the world is trying to save me. It\'s as if, subconsciously, I go down the street, and people give me saint cards. They invite me to pray to the saints. They recommend doctors. Or they feel the need to give me a message of support. Like, ""Everything\'s going to be fine,"" (Laughter) ""you can do it, if you really want to,"" (Laughter) or they congratulate my friends for being my friends. (Laughter) I don\'t get it. (Applause) I believe - Often I don\'t know how to react to these things because I know people indubitably do it with the best of intentions, But it makes me wonder what a wheelchair is associated with. What the big picture is. Yes, I am in a wheelchair, but ... I\'m fine. I\'m not worried about my life. I don\'t want anyone to come and save me. To me, one of the greatest ironies is that it doesn\'t matter where I am, what I\'m doing, whom I\'m with, whether I\'m in a nightclub dancing the cumbia, people look at me ... and think, ""Wow, what genius!"" (Laughter) ""Wow, what an inspiration!"" (Laughter) ""What an example!"" (Laughter) I could be a serial killer who kills people at night, but, to the world, I\'m an example. (Applause) And that makes me wonder: ""Why do people train, study, take such great pains to be someone in life?"" Better to buy a wheelchair; you become exemplary automatically. (Applause) Sometimes disability is like a taboo. Words are used to name that which is not named. When I sat myself in a wheelchair, automatically, to the world, I became a special person. I became an angel. I became a being of light. (Laughter) And I also came to have different capabilities. I\'ve never really understood these different capabilities, because, I don\'t want to disappoint them, but I can\'t fly. (Laughter) I don\'t have superpowers. I believe the only way I\'m differently abled to all of you is that I have a horn. (Horn) (Applause) I don\'t think any of you have a horn. A disability does not make you better or worse than anyone else. For me, getting used to a wheelchair was a process. A long process. But I always think that it would have been easier if I had met with an environment that had already been adapted, and for it not to have been me who had to adapt to the environment. Everything would have been easier if disability wasn\'t a taboo or a bad word. If people didn\'t think being in a wheelchair meant something was wrong. If being able to get a job, using a public convenience, or getting on a bus, did not have to be a privilege. Everything would be easier if people with disabilities could indeed be examples, could indeed be inspirations, but for their ideas, for their talents, for their passions; not for the mere fact that crossing the street is a challenge. I want to live in a world in which I can come here, I can talk to you for an hour about whatever, about whichever, and be able to leave here without any of you still wondering why, with everything that she said, she at no point told us why she is in a wheelchair. Thank you. (Applause)'}"
https://www.ted.com/talks/hayley_yeates_it_s_past_time_to_appreciate_cultural_diversity,It's (past) time to appreciate cultural diversity,"With tart humor, Hayley Yeates makes the case that investing in cultural diversity is just as important as fostering gender diversity.",,,53542,2018-02-15T17:03:40+00:00,"['identity', 'success', 'diversity']",,Hayley Yeates,Inclusion strategist,{}
https://www.ted.com/talks/harrison_scott_key_the_funny_thing_about_the_american_dream,The funny thing about the American Dream,What if all the motivational speakers are wrong? Writer and humorist Harrison Scott Key uses his own unremarkable journey from country boy to -- if you ask his mom -- literary star to illustrate the mildly outrageous truth about what it really takes to achieve the American Dream.,,,53011,2019-06-27T21:44:24+00:00,"['life', 'United States', 'humor', 'personal growth', 'society']",,Harrison Scott Key,Author,{}
https://www.ted.com/talks/dr_turi_king_king_richard_iii_solving_a_500_year_old_cold_case,King Richard III: Solving a 500-year-old cold case,"In 1485, King Richard III of England was killed in battle and hastily buried in Leicester. But during the English Reformation, his remains were lost ... for five centuries, until a cross-disciplinary team from the University of Leicester set out to relocate them. In a delightfully detailed talk full of archaeology, forensic science, royal genealogy and the occasional history pun, geneticist Dr. Turi King tells the story of how the team found and identified the bones of the last of the Plantagenets.",,,52769,2019-03-01T22:38:39+00:00,"['history', 'DNA', 'genetics', 'archaeology', 'forensics']",,Dr. Turi King,Lecturer in Genetics and Archaeology Department of Genetics University of Leicester,{}
https://www.ted.com/talks/ethan_mann_how_sharks_could_inspire_a_new_generation_of_medical_devices,How sharks could inspire a new generation of medical devices,Drug-resistant bacteria have us on the brink of a serious global health crisis. What if sharks -- creatures we see as a threat to life -- could help fix it? Microbiologist Ethan Mann explains how the unusual qualities of shark skin could lead to a new generation of medical devices that reduce bacterial infection.,,,52446,2019-07-30T17:26:29+00:00,"['medical research', 'microbiology', 'technology', 'health', 'fish']","['English', 'Français', 'Galego', 'Italiano', 'Português brasileiro', 'Русский', '中文 (繁體)']",Ethan Mann,Microbiology Maverick,"{'0:00': 'The US Navy has always had this frustrating problem with their fleet. It\'s something called ""fouling."" Now, for all you non-seafaring folk, fouling is when things like algae and barnacles and other marine materials get stuck to the sides of ships and submarines. Used to be able to prevent this fouling by coating ships and submarines with toxic agents, like heavy metals, but these heavy metals aren\'t as effective at keeping ships clean as they used to be. And we want clean ships because fouling on these vessels actually makes them less efficient in the water and can be easier for enemies to detect. This is not good. So several years ago, the US Office of Naval Research called on one of my colleagues, engineer scientist Dr. Anthony Brennan, to devise a solution to prevent fouling without the use of these heavy metals. See, Dr. Brennan was already investigating how things like surface roughness can prevent the attachment of organisms like algae. But Dr. Brennan was struggling. All of the engineered surfaces he came up with algae eventually overcame. And then Brennan found himself at a conference in Hawaii, of all places, and noticed something rather intriguing. Take a look at these three animals: a manatee, a whale and a shark. What do you notice? Well, right. So the whale and the manatee are filthy, but the shark is squeaky clean. This is a property unique to all sharks. The next time you watch Shark Week, you\'ll notice each and every shark you see is pristine. (Laughter) Why? Brennan wanted to find out. So with the help of some brave graduate students, they set out to find a shark. (Laughter) They found one in the shallow water and carefully took a mold of its skin using a dental impression material. Don\'t worry. The shark wasn\'t harmed in the process, although I\'m sure he didn\'t appreciate it. (Laughter) So the students took the mold back to the lab and put it under a microscope, and this is what it looks like. The sharkskin is comprised of little denticles, and they overlap to create a diamond-shape repeating pattern on the sharkskin. Upon further investigation, Brennan and his team noticed that the texture on these denticles is actually what\'s responsible for keeping sharks clean. I\'m a microbiologist and infectious disease expert, and I find this fascinating. I\'ve spent my career trying to keep surfaces clean, especially the surfaces of medical devices. In hospitals this is a massive problem. See, what happens is bacteria who are really normally good find themselves in places they shouldn\'t be as a result of some medical procedure. Sometime during or after surgery, bacteria latch onto the surface of a medical device, stay there, and cause a serious infection; and this makes it impossible for the body to heal. Take a look at these surgical wires used to close a patient\'s sternum following open-heart surgery. Notice the tiny clusters of bacteria on the surface? This patient didn\'t heal for months until the wires were removed, and replaced with clean ones. You know, it used to be we just used antibiotics to treat these types of infections. Antibiotics were an amazing drug, for a while. But eventually, bacteria were exposed to antibiotics so frequently they were forced to adapt. And survival is the key driver of evolution, and that\'s what we\'re talking about here: bacterial evolution. Perhaps you\'ve heard about this in the news. It\'s referred to as ""Antimicrobial Resistance."" The US Centers for Disease Control and Prevention call antimicrobial resistance one of the greatest public health challenges of our time. Illnesses that were once easily treatable are now untreatable. In the US alone every year, more than two million people will get an antibiotic resistant infection, and over 23,000 people will die as a result of that infection. The pharmaceutical industry is rushing to develop more and more and more antimicrobials, desperately trying to outpace antimicrobial resistance. But bacteria and germs, they evolve so much more quickly than we could innovate ways to kill them. It\'s clear the antimicrobial era is coming to an end, so we have to think about this in a whole new way. What if instead of trying to kill bacteria after they cause infections, we simply make it harder for bacteria to stick to the surfaces of medical devices in the first place? In other words, we prevent these infections from occurring altogether. That\'s what brings me back to what we\'ve learned from sharks. It\'s the texture of sharkskin that makes them resistant to fouling. So what if we change the texture of medical devices to make them resistant to bacteria causing so many problems? Dr. Brennan knew he had a major medical breakthrough on his hands. He called up some trusted friends right here in Denver Colorado, and they started a company, and they called it Sharklet Technologies. In 2013, I joined the team, and together we used engineered surfaces mimicking the skin of sharks to prevent bacteria and other medical complications. Our first commercial device is a urological catheter, which doctors began using for patients just last year. (Applause) Take a look at these example images. The surface on the left is a smooth surface, and the one on the right is a sharkskin-like texture. Notice how much bacteria\'s on the smooth surface compared to the sharkskin-like surface? This is because the sharkskin-like texture creates an inhospitable surface for bacterial attachment and growth. It works on sharks, and it works here too because the texture takes advantage of principles of surface energy. Now, surface energy is really a description of a detailed property of a surface. It can include things like water interaction or material stiffness. The roughened sharkskin-like texture creates a surface with greater surface energy. You know, we interact with surface energy changes all the time. We often just don\'t notice it. For example, we like when rain beads up and runs off our car, right? Well, this happens best with a nice coat of wax. Wax is a material with greater surface energy characteristics. Now, we can\'t coat medical devices in wax, but we can change their surface texture. And this approach works on all types of medical devices, from catheters to pacemakers, and it\'s effective against all types of bacteria and germs. As it turns out, we can actually do more than just bacteria-proof medical devices. We can prevent other medical complications through understanding the power of surface energy, things like frequent clogging, excessive blood clotting or poor healing interactions. The next generation of medical device surfaces inspired by the skin of sharks will actually expand how medical devices are made. Really the core issue is that we create all types of sophisticated medical devices, things to pump fluid into our blood, keep our heart beating on pace, or even stimulate brain activity. But bad things happen when these devices don\'t interact well with our bodies\' natural mechanisms. We\'ve actually discovered that we can improve how medical devices are tolerated through subtly tuning the surface energy characteristics, like for example, we can prevent a lot of the excessive clotting that\'s occurring here on the smooth surface, compared to the sharkskin-like texture. This means that we can actually match the required surface energy with the medical use to prevent complications, all with the power of sharks. Ultimately, as we continue to engineer smart surfaces, we\'ll require fewer antimicrobials, fewer chemicals and fewer harsh additives, and this will make life-saving medical technology safer for all of us to use. This is innovation in its purest form, to be sure. But it\'s also a good reminder of just how important it is to observe the subtle cues in the raw mystery of the world around us. Thank you. (Applause)'}"
https://www.ted.com/talks/juliana_delgado_lopera_the_poetry_of_everyday_speech,The poetry of everyday speech,"As an immigrant, writer Juliana Delgado Lopero learned early that not all English is created equal, her accented speech defined and policed by peers and authority figures alike. She urges us to instead celebrate the creative uses of language that spring from our individual and cultural experiences.",,,52455,2019-02-04T18:00:58+00:00,"['language', 'culture', 'speech', 'global issues', 'poetry']",,Juliana Delgado,Writer and Historian,{}
https://www.ted.com/talks/hany_farid_the_dangers_of_algorithmic_justice,The dangers of algorithmic justice,"Predictive algorithms may help us shop or discover new movies, but do they belong in the courthouse? Technology and policy expert Hany Farid reverse engineers the inherent dangers and potential biases of the recommendations engines built to make key decisions in the criminal justice system.",,,52474,2018-10-02T17:02:00+00:00,"['technology', 'justice system', 'data', 'prison', 'inequality']",,Hany Farid,,{}
https://www.ted.com/talks/g_willow_wilson_the_story_behind_marvel_s_muslim_american_superheroine,The story behind Marvel's Muslim-American superheroine,"When Marvel Comics asked G. Willow Wilson to create an American-Muslim superheroine, she told them they were crazy: ""New characters don't sell, female characters don't sell, minority characters don't sell."" But her Pakistani-American character, Kamala Khan -- Ms. Marvel -- turned out to be a huge hit. In this talk, Wilson discusses writing for a new generation, and draws parallels between the millennial and Muslim experiences in a society at odds with their existence.",,,50981,2018-11-14T12:24:03+00:00,"['arts', 'design', 'social change', 'women', 'youth', 'books']",,Willow Wilson,,{}
https://www.ted.com/talks/andrew_arruda_the_world_s_first_ai_legal_assistant,The world's first AI legal assistant,"As a lawyer, Andrew Arruda too often saw the scales of justice tip in favor of the wealthy and partnered with a computer scientist to create the world's first artificially intelligent legal assistant, ROSS. By speeding up legal research, Arruda wants ROSS to make the practice of law cheaper and fulfill the original promise of ""justice for all.""",,,51001,2018-02-12T14:54:21+00:00,"['law', 'technology', 'AI', 'innovation']",,Andrew Arruda,"Entrepreneur, lawyer",{}
https://www.ted.com/talks/jim_whitehurst_what_i_learned_from_giving_up_everything_i_knew_as_a_leader,What I learned from giving up everything I knew as a leader,"As the former Chief Operating Officer of Delta, Jim Whitehurst thought he knew the rules for how to lead. ""I thought I was the person ultimately responsible for solving the problems facing my organization. I was the one who was supposed to bring order and structure,"" he says. His world was turned upside down when he left Delta to become CEO of Red Hat, an open-source software company. Whitehurst shares what he learned when he took this leap of faith and joined a company unlike any he'd ever seen.",,,50845,2018-11-19T11:36:13+00:00,"['innovation', 'leadership', 'work']",,Jim Whitehurst,Business executive,{}
